CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
1234,0,Yes,Overlord Vol 1,Kugane Maruyama,Yes,,Oona Out of Order,Margarita Montimore,Yes,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Theft of Swords,Michael J. Sullivan,Yes,,Before They Are Hanged,Joe Abercrombie,Yes,,The Last Unicorn,Peter S. Beagle,Yes,,The Lark and the Wren,Mercedes Lackey,Yes,,Going Postal,Terry Pratchett,Yes,,Smoking Hot: The Diary of a Fire Demon,Amy Mah,Yes,,The Song of Achilles,Madeline Miller,Yes,,Ninth House,Leigh Bardugo,Yes,,The Eye Of the World,Robert Jordan,Yes,,The Last Bloodcarver,Vanessa Le,Yes,,Dawnshard,Brandon Sanderson,Yes,,Sabriel,Garth Nix,Yes,,The Grey Bastards,Jonathan French,Yes,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,Masquerade,O. O. Sangoyomi,Yes,,The Road,Cormac McCarthy,Yes,,The Dark Tide,Dennis L. McKiernan,Yes,,Salem's Lot,Stephen King,Yes,,The Dying Earth,Jack Vance,Yes,,,,,,,,,,,,Annihilation,Jeff VanderMeer,Yes,,Gideon the Ninth,Tamsyn Muir,Yes,,Someone You Can Build a Nest In,John Wiswell,Yes,,11. Dark Academia,5. Dreams
1235,0,,Dungeon Crawler Carl,Matt Dinniman,Yes,,The Deep Dark,Molly Knox Ostertag,,,The Luminous Dead,Caitlin Starling,Yes,,Perfume: The Story of a Murderer,Patrick Süskind,Yes,,Assassin's Quest,Robin Hobb,,,The Last Unicorn,Peter S. Beagle,Yes,,All Systems Red,Martha Wells,,Featuring Robots 2023,Lagoon,Nnedi Okorafor,Yes,,The House of Rust,Khadija Abdalla Bajaber,,,The Starless Sea,Erin Morgenstern,Yes,,Piranesi,Susanna Clarke,Yes,,The Spear Cuts Through Water,Simon Jimenez,Yes,,Annie Bot,Sierra Greer,,,Someone You Can Build a Nest In,John Wiswell,Yes,,Small Gods,Terry Pratchett,,,Bookshops & Bonedust,Travis Baldree,Yes,,Translation State,Ann Leckie,Yes,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Yes,,Project Hail Mary,Andy Weir,Yes,,Rakesfall,Vajra Chandrasekera,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,,,,,The Repairer of Reputations,Robert W. Chambers,The Mask,Robert W. Chambers,The V*mpire,PH Lee,Why Don't We Just Kill the Kid in the Omelas Hole,Isabel J. Kim,Five Views of the Planet Tartarus,Rachael K. Jones,Perdido Street Station,China Miéville,Yes,,The Tainted Cup,Robert Jackson Bennett,Yes,,Strange Beasts of China,Yan Ge,,,20. Judge A Book By Its Cover,8. Prologues and Epilogues
1236,0,,Alanna: The First Adventure,Tamora Peirce,Yes,,Magician: Master,Raymond E. Feist,,,Whispers Underground,Ben Aaronovitch,,,The Fragile Threads of Power,V.E. Schwab,,,Yumi and the Nightmare Painter,Brandon Sanderson,,,Hummingbird Salamander,Jeff VanderMeer,,,Tress of the Emerald Sea,Brandon Sanderson,,,Between Two Fires,Christopher Buehlman,Yes,,The Hands of the Emperor,Victoria Goddard,,,A Civil Campaign,Lois McMaster Bujold,,,The Will of the Many,James Islington,,,Magician: Apprentice,Raymond E. Feist,,,The Tainted Cup,Robert Jackson Bennett,,,The Warrior's Apprentice,Lois McMaster Bujold,Yes,,The Thief,Megan Whalen Turner,Yes,,The Goblin Emperor,Katherine Addison,Yes,,Dune Messiah,Frank Herbert,,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,,,Barrayar,Lois McMaster Bujold,Yes,,A Magical Girl Retires,Park Seolyeon,,,Foxglove Summer,Ben Aaronovitch,Yes,,Tales from the Folly,Ben Aaronovitch,Yes,,,,,,,,,,,,Someone You Can Build a Nest In,John Wiswell,Yes,,Jonathan Strange & Mr. Norrell,Susanna Clarke,Yes,,Last Argument of Kings,Joe Abercrombie,,,3. Under the Surface,22. Five SFF Short Stories
1237,2,Yes,Rivers of London,Ben Aaronovitch,Yes,,The Haunting of Hill House,Shirley Jackson,Yes,,Journey to the Center of the Earth,Jules Verne,Yes,,The Quantum Magician,Derek Künsken,Yes,,Frankenstein,Mary Shelley,Yes,,The Voyage of the Basilisk,Marie Brennan,Yes,,The Sea of Trolls,Nancy Farmer,Yes,,Orconomics,J. Zachary Pike,Yes,,The Fire-Moon,Isabel Pelech,Yes,,The Ruthless Lady's Guide to Wizardry,C.M. Waggoner,Yes,,Bunny,Mona Awad,Yes,,Jonathan Strange & Mr. Norrell,Susanna Clarke,Yes,,Someone You Can Build a Nest In,John Wiswell,Yes,,Jade Legacy,Fonda Lee,Yes,,Snow Crash,Neal Stephenson,Yes,,Nine Goblins,T. Kingfisher,Yes,,Persephone Station,Stina Leicht,Yes,,Shutter,Ramona Emerson,Yes,,Robopocalypse,Daniel H. Wilson,Yes,,Sixteen Ways to Defend a Walled City,K.J. Parker,Yes,,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Yes,,Exhalation,Ted Chiang,Yes,,,,,,,,,,,,Perdido Street Station,China Miéville,Yes,,Small Miracles,Olivia Atwater,Yes,,The Dark Talent,Brandon Sanderson,Yes,Sequel 2023,20. Judge A Book By Its Cover,25. Book Club or Readalong Book
1238,2,,Ballad and Dagger,Daniel José Older,,,Spinning Silver,Naomi Novik,,,The Deep,Rivers Solomon,Yes,,Shorefall,Robert Jackson Bennett,Yes,,Strange The Dreamer,Laini Taylor,,,The Dragon Keeper,Robin Hobb,Yes,,The Ruin of Kings,Jenn Lyons,,,The Dragon Reborn,Robert Jordan,Yes,,Orconomics,J. Zachary Pike,,,Witchmark,C.L. Polk,Yes,,Blood at the Root,Ladarrion Williams,,,The Bitter Twins,Jen Williams,Yes,,The Brides of High Hill,Nghi Vo,,,Mirrored Heavens,Rebecca Roanhorse,Yes,,Hunter x Hunter,Yoshihiro Togashi,Yes,,Guards! Guards!,Terry Pratchett,,,Dawn,Octavia E. Butler,Yes,,The Undertakers,Nicole Glover,,,Chain-Gang All Stars,Nana Kwame Adjei-Brenyah,Yes,,Tomie,Junji Ito,,,My Heart is a Chainsw,Stephen Graham Jones,Yes,,Her Body and Other Parties,Carme Maria Machado,Yes,,,,,,,,,,,,Berserk,Kentaro Miura,Yes,,Watchmen,Alan Moore; Dave Gibbons,,,The Terraformers,Annalee Newitz,,,23. Eldritch Creatures,25. Book Club or Readalong Book
1239,0,,The Red Knight,Miles Cameron,Yes,,Assassin's Apprentice,Robin Hobb,,,The Silver Chair,C.S. Lewis,,,The Adventures of Armina al-Sirafi,Shannon Chakraborty,Yes,,The Princess Bride,William Goldman,Yes,,I'm Afraid You've Got Dragons,Peter S. Beagle,Yes,,Tigana,Guy Gavriel Kay,,,A Day of Fallen Night,Samantha Shannon,,,The Forgotten Beasts of Eld,Patricia A. McKillip,,Mythical Beasts 2023,The Night Circus,Erin Morgenstern,,,The Magicians,Lev Grossman,,,The Lies of Locke Lamora,Scott Lynch,Yes,,The Tainted Cup,Robert Jackson Bennett,,,Fourth Wing,Rebecca Yarros,Yes,,Good Omens,"Neil Gaiman, Terry Pratchett",,,Legends & Lattes,Travis Baldree,Yes,,Persephone Station,Stina Leicht,Yes,,The Fifth Season,N.K. Jemisin,,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Dragonlance: Dragons of Spring Dawning,"Margaret Weis, Tracey Hickman",Yes,,The House in the Cerulean Sea,T.J. Klune,,,Star Wars: Tales from Jaba's Palace,Kevin J. Anderson,Yes,,,,,,,,,,,,How to Become the Dark Lord and Die Trying,Django Wexler,,,Circe,Madeline Miller,,,A Wizard of Earthsea,Ursula K. Le Guin,,,3. Under the Surface,11. Dark Academia
1240,0,,Dune,Frank Herbert,Yes,,The Crimson Campaign,Brian McClellan,,,The Slow Regard of Silent Things,Patrick Rothfuss,Yes,,Vicious,V.E. Schwab,,,The Lathe of Heaven,Ursula K. Le Guin,,,The Dragon Republic,R.F. Kuang,Yes,,Space Opera,Catherynne M. Valente,,,The Way of Kings,Brandon Sanderson,Yes,,Of Blood and Fire,Ryan Cahill,,,Fourth Wing,Rebecca Yarros,,,The Will of the Many,James Islington,,,Dark Age,Pierce Brown,Yes,,Disquiet Gods,Christopher Ruocchio,,,Last Argument of Kings,Joe Abercrombie,Yes,,Assassin's Apprentice,Robin Hobb,,,Dungeon Crawler Carl,Matt Dinniman,,,We Are Legion (We Are Bob),Dennis E. Taylor,,,The Space Between Worlds,Micaiah Johnson,,,The Last Graduate,Naomi Novik,Yes,,Empire of the Vampire,Jay Kristoff,,,Blood Over Bright Haven,M.L. Wang,,,,,,,The Last Conversation,Paul Tremblay,Ark,Veronica Roth,Summer Frost,Blake Crouch,Slow Time Between The Stars,John Scalzi,Randomize,Andy Weir,Mickey7,Edward Ashton,,Name in the Title 2022,Witch King,Martha Wells,Yes,,The Blacktongue Thief,Christopher Buehlman,,,14. Character with a Disability,7. Bards
1241,0,,Daughter of The Blood,Anne Bishop,Yes,,The Haunting of Hill House,Shirley Jackson,Yes,,Paladin's Hope,T. Kingfisher,Yes,,A Power Unbound,Freya Marske,Yes,,A Study In Drowning,Ava Reid,Yes,,When Women Were Dragons,Kelly Barnhill,Yes,,Bard Hard,T Ellerly Hodges,Yes,,The Seven Year Slip,Ashley Poston,,,Inked,Rachel Rener,,,A Dark and Drowning Tide,Allison Saft,Yes,,An Education in Malice,S.T. Gibson,Yes,,Manhunt,Gretchen Felker-Martin,Yes,,The Village Library Demon-Hunting Society,C.M. Waggoner,,,Godkiller,Hannah Kaner,Yes,,Practical Magic,Alice Hoffman,Yes,,The Blacktongue Theif,Christopher Buehlman,,,Heavenly Tyrant,Xiran Jay Zhao,Yes,,Vampires of El Norte,Isabel Cañas,,,The Final Girl Support Group,Grady Hendrix,Yes,,Silver Nitrate,Silvia Moreno-Garcia,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,,,,,,The Bloody Chamber,Angela Carter,The Courtship of Mr Lyon,Angela Carter,The Tiger’s Bride,Angela Carter,East of the Sun West of the Moon,Andrew Lang,Prince Hyacinth and the Dear Little Princess,Andrew Lang,Wildwood Dancing,Juliet Marillier,Yes,,The Wisteria Society for Lady Scoundrels,India Holton,Yes,,A Monsoon Rising,Thea Guanzon,,Sequel 2023,10. Romantasy,11. Dark Academia
1242,0,,Full Speed to a Crash Landing,Beth Revis,,,The Gargoyle Gets His Girl,Kristen Painter,Yes,,The Starless Sea,Erin Morgenstern,,,Little Thieves,Margaret Owen,Yes,,The Prisoner's Throne,Holly Black,Yes,,The Kaiju Preservation Society,John Scalzi,Yes,,The Ballad of Sprikit The Bard and Company,Seán O’Boyle,Yes,,Bride,Ali Hazelwood,Yes,,This Inevitable Ruin,Matt Dinniman,,,Fourth Wing,Rebecca Yarros,,,A Deadly Education,Naomi Novik,,,Klutz: Phoenix Down,Sedona Ashe,Yes,,The Husbands,Holly Gramazio,Yes,,The Blade Itself,Joe Abercrombie,Yes,,City of Bones,Martha Wells,Yes,,Bookshops & Bonedust,Travis Baldree,Yes,,Ancillary Justice,Ann Leckie,Yes,,Pet,Akwaeke Emezi,,,Early Riser,Jasper Fforde,Yes,,What Feasts at Night,T. Kingfisher,,,A Witch's Guide to Fake Dating a Demon,Sarah Hawley,Yes,,Threshold: Stories from Cradle,Will Wight,Yes,,,,,,,,,,,,The Bad Weather Friend,Dean Koontz,,,The Tainted Cup,Robert Jackson Bennett,Yes,,Godkiller,Hannah Kaner,Yes,,4. Criminals,17. Space Opera
1243,3,,A Natural History of Dragons,Marie Brennan,Yes,,The Crimson Crown,Heather Walter,,,Dungeon Crawler Carl,Matt Dinniman,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,The Trials of Empire,Richard Swan,,,I'm Afraid You've Got Dragons,Peter S. Beagle,,,,,,,Knife of Dreams,Robert Jordan,Yes,,,,,,Fourth Wing,Rebecca Yarros,,,The Will of the Many,James Islington,,,Wind and Truth,Brandon Sanderson,Yes,,Somewhere Beyond the Sea,T.J. Klune,,,The Faithless,C.L. Clark,Yes,,Royal Assassin,Robin Hobb,Yes,,Orconomics,J. Zachary Pike,Yes,,,,,,Road to Ruin,Hana Lee,Yes,,,,,,The Fireborne Blade,Charlotte Bond,Yes,,The Tainted Cup,Robert Jackson Bennett,,First Person POV 2021,,,,,Judge Dee and the Limits of the Law,Lavie Tidhar,Judge Dee and the Three Deaths of Count Werdenfels,Lavie Tidhar,Judge Dee and the Poisoner of Montmarte,Lavie Tidhar,Seven Vampires: A Judge Dee Mystery,Lavie Tidhar,Judge Dee and the Mystery of the Missing Manuscript,Lavie Tidhar,The Ninth Rain,Jen Williams,Yes,,Age of War,Michael J. Sullivan,Yes,,A Master of Djinn,P. Djèlí Clark,,,1. First in a Series,10. Romantasy
1244,1,,Midnight Riot,Ben Aaronovitch,Yes,,"The Utterly Uninteresting and Unadventurous Tales of Fred, the Vampire Accountant",Drew Hayes,Yes,,A Letter to the Luminous Deep,Sylvie Cathrall,Yes,,Critical Role: Vox Machina — Kith & Kin,Marieke Nijkamp,,,Murtagh,Christopher Paolini,,,House of Dragons,K.A. Linde,Yes,,The Bard's Blade,Brian D. Anderson,Yes,,The Priory of the Orange Tree,Samantha Shannon,Yes,,The Quiet Music of Gently Falling Snow,Jackie Morris,,,Onyx Storm,Rebecca Yarros,,,The Book That Wouldn't Burn,Mark Lawrence,,,Wild and Distant Seas,Tara Karr Roberts,,,Mislaid in Parts Half-Known,Seanan McGuire,,,The Tainted Cup,Robert Jackson Bennett,Yes,,Kingdom Come,Mark Waid,Yes,,The Color of Magic,Terry Pratchett,,,Obsidio,"Amie Kaufman, Jay Kristoff",Yes,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,The Fireborne Blade,Charlotte Bond,Yes,,Emily Wilde's Map of the Otherlands,Heather Fawcett,Yes,,Running Close to the Wind,Alexandra Rowland,,,Buried Deep,Naomi Novik,Yes,,,,,,,,,,,,Dark Water Daughter,H.M. Long,Yes,,Paradise,"Dante Alighieri, Anthony Esolen",Yes,,The Spellshop,Sarah Beth Durst,,,3. Under the Surface,21. Set in a Small Town
1245,3,,The Element of Fire,Martha Wells,,,Assassin's Apprentice,Robin Hobb,,,This Inevitable Ruin,Matt Dinniman,Yes,,Exit Black,Joe Pitkin,,,Between,L.L. Starling,,,Breath of the Dragon,Fonda Lee,Yes,,The Brides of High Hill,Nghi Vo,,,The Sparrow,Mary Doria Russell,,,Herald,Rob J. Hayes,,,Slow Dance,Rainbow Rowell,,,A Discovery of Witches,Deborah Harkness,Yes,,Service Model,Adrian Tchaikovsky,,,How to Become the Dark Lord and Die Trying,Django Wexler,,,A Short Walk Through a Wide World,Douglas Westerbeke,,,Heris Serrano,Elizabeth Moon,Yes,,The Wandering Inn,Pirateaba,,,Cold as Ice,Charles Sheffield,,,A Quantum Love Story,Mike Chen,,,Expeditionary Force,Craig Alanson,Yes,,Empress of Forever,Max Gladstone,Yes,,The Sword of Kaigen,M.L. Wang,,,The Proper Thing and Other Stories,Seanan McGuire,Yes,,,,,,,,,,,,The Tainted Cup,Robert Jackson Bennett,Yes,,The Last Murder at the End of the World,Stuart Turton,,,Someone You Can Build a Nest In,John Wiswell,,,3. Under the Surface,10. Romantasy
1246,3,,Oryx and Crake,Margaret Atwood,,,The Haunting of Hill House,Shirley Jackson,,,The Luminous Dead,Caitlin Starling,Yes,,"Whoever You Are, Honey",Olivia Gatwood,,,The Water Dancer,Ta-Nehisi Coates,,,Bunny,Mona Awad,,,The Book of Love,Kelly Link,,,The Time Machine,H.G. Wells,,,The Night Guest,Hildur Knutsdottir,,,The Song of Achilles,Madeline Miller,Yes,,Vita Nostra,Maryna & Serhiy Dyachenko,,,Monstrilio,Gerardo Samano Cordova,,,The Husbands,Holly Gramazio,,,Cat's Cradle,Kurt Vonnegut,,,Jurassic Park,Michael Crichton,,,Strange Practice,Vivian Shaw,,,All Systems Red,Martha Wells,Yes,,Even Though I Knew the End,C.L. Polk,,,Severance,Ling Ma,,,Remarkably Bright Creatures,Shelby Van Pelt,,,Night Bitch,Rachel Yodder,Yes,,What Is Not Yours Is Not Yours,Helen Oyeyemi,Yes,,,,,,,,,,,,A Sunny Place for Shady People,Mariana Enríquez,Yes,,Lincoln in the Bardo,George Saunders,,,Legends & Lattes,Travis Baldree,,,2. Alliterative Title,"16. Orcs, Trolls, and Goblins — Oh My!"
1247,7,,Redwall,Brian Jacques,Yes,,An Instruction in Shadow,Benedict Jacka,,,Out of the Silent Planet,C.S. Lewis,,Author Uses Initials,Foundryside,Robert Jackson Bennett,Yes,,Kraken,China Miéville,,,The Dragon's Banker,Scott Warren,Yes,,Dragonfired,J. Zachary Pike,Yes,,The Way of Kings,The Way of Kings,Yes,,Murder on the Lamplight Express,Morgan Stang,Yes,,Wishtress,Nadine Brandes,,,Blood Over Bright Haven,M.L. Wang,,,Cloud Atlas,David Mitchell,Yes,,The Gorgon Incident and Other Stories,John Bierce,,,The Nothing Within,Andy Giesler,Yes,,The Thieving Magpie,Haruki Murakami,,,Dungeon Crawler Carl,Matt Dinniman,,,We Are Legion (We Are Bob),Dennis E. Taylor,,,Author of Color,The Shadow Speaker,,,One Day All This Will Be Yours,Adrian Tchaikovsky,Yes,,Cat-A-Lyst,Alan Dean Foster,Yes,,The Cat Who Saved Books,Sōsuke Natsukawa,Yes,,The Dying Earth,Jack Vance,Yes,,,,,,,,,,,,The Ruin of Angels,Max Gladstone,Yes,,A Memory Called Empire,Arkady Martine,Yes,,Winds of Fate,Mercedes Lackey,,,24. Reference Materials,19. Survival
1248,0,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,Dusk or Dark or Dawn or Day,Seanan McGuire,Yes,,Our Wives Under the Sea,Julia Armfield,Yes,,The Stardust Grail,Yume Kitasei,Yes,,Severance,Ling Ma,Yes,,The Tropic of Serpants,Marie Brennan,Yes,,The Naming,Alison Croggon,Yes,,Kindred,Octavia E. Butler,Yes,,The Crossing,Laurie Janey,Yes,,A Taste of Gold and Iron,Alexandra Rowland,Yes,,Ninth House,Leigh Bardugo,Yes,,Dragon Mage,M.L. Spencer,Yes,,The Teller of Small Fortunes,Julie Leong,Yes,,The Queen of Attolia,Megan Whalen Turner,Yes,,Bag of Bones,Stephen King,Yes,,Legends & Lattes,Travis Baldree,Yes,,"On a Red Station, Drifting",Aliette de Bodard,Yes,,She Who Became the Sun,Shelley Parker-Chan,Yes,,The Darkness Outside Us,Eliot Schrefer,Yes,,40,Alan Heathcock,Yes,,The Woods All Black,Lee Mandelo,Yes,,The Houseguest: And Other Stories,Amparo Davila,Yes,,,,,,,,,,,,Untethered Sky,Fonda Lee,Yes,,Babel,R.F. Kuang,Yes,,The Wings Upon Her Back,Samantha Mills,,,14. Character with a Disability,"16. Orcs, Trolls, and Goblins — Oh My!"
1249,0,Yes,Drinks and Sinkholes,S. Usher Evans,Yes,,Sprinkles and Sea Serpents,Danielle Garrett,Yes,,The Deep,Rivers Solomon,Yes,,Landbringer,Karen Lucia,Yes,,Whisk and Reward,Nancy Warren,Yes,,Kraken Bake,Karen Dudley,Yes,,Ink and Steel,Elizabeth Bear,Yes,,The Estate,Sarah Jost,Yes,,Rose Among Thorns,Ash Fitzsimmons,Yes,,The Potion Gardener,Arden Powell,Yes,,Babel,R.F. Kuang,Yes,,Heretical Fishing,Haylock Jobson,Yes,,What Comes of Attending the Commoners Ball,Elisabeth Aimee Brown,Yes,,The Parliament,Aimee Pokwatka,Yes,,Waking the Moon,Elizabeth Hand,Yes,,Unseen Academicals,Terry Pratchett,Yes,,Cascade Failure,L.M. Sagas,Yes,,House of Frank,Kay Synclaire,Yes,,Blaze of Glory,Michael Pryor,Yes,,Kaikeyi,Vaishnavi Patel,Yes,,Dead Weight,Annabel Chase,Yes,,Robot Uprisings,"Daniel H. Wilson, John Joseph Adams",Yes,,,,,,,,,,,,Tidepool,Nicole Wilson,Yes,,The Wolf and the Woodsman,Ava Reid,Yes,,The Saint of Bright Doors,Vajra Chandrasekera,Yes,,15. Published in the 1990s,25. Book Club or Readalong Book
1250,2,,Bittersweet in the Hollow,Kate Pearsall,,,A Tempest of Tea,Hafsah Faizal,,,Adrift in Currents Clean and Clear,Seanan McGuire,,,The Dead Cat Tail Assassins,P. Djèlí Clark,,,William,Mason Coile,,,Bunny,Mona Awad,,,The Name of the Wind,Patrick Rothfuss,,,Moon of the Turning Leaves,Waubgeshig Rice,,,Green Fuse Burning,Tiffany Morris,,,The Imposition of Unnecessary Obstacles,Malka Ann Older,Yes,,An Academy for Liars,Alexis Henderson,,,The Atlas Six,Olivie Blake,Yes,,We Used to Live Here,Marcus Kliewer,Yes,,Compound Fracture,Andrew Joseph White,Yes,,Voyage of the Damned,Frances White,,Genre Mashup 2021,Bookshops & Bonedust,Travis Baldree,Yes,,The Splinter in the Sky,Kemi Ashing-Giwa,Yes,,Shubeik Lubeik,Deena Mohamed,,,Your Shadow Half Remains,Sunny Moraine,,,The Ward Witch,Sarah Painter,,,The Toll,Cherie Priest,Yes,,The Gathering Dark,Tori Bovalino,Yes,,,,,,,,,,,,The Bone Season,Samantha Shannon,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,Evocation,S.T. Gibson,,,3. Under the Surface,15. Published in the 1990s
1251,1,,Before the Coffee Gets Cold,Toshikazu Kawaguchi,Yes,,A Skinful of Shadows,Frances Hardinge,,,Homeland,R.A. Salvatore,Yes,,Foul Days,Genoveva Dimova,,,Mickey7,Edward Ashton,Yes,,When Among Crows,Veronica Roth,,,The Chromatic Fantasy,H.A.,,,Witchcraft for Wayward Girls,Grady Hendrix,,,The Exorcist's House,Nick Roberts,,,A Dowry of Blood,S.T. Gibson,Yes,,Voice Like a Hyacinth,Mallory Pearson,Yes,,Ask for Andrea,Noelle W. Ihli,,,The Village Library Demon-Hunting Society,C.M. Waggoner,,,Mooncakes,"Suzanne Walker, Wendy Xu",Yes,,The Thief,Meghan Whalen Turner,Yes,,The Hobbit,J.R.R. Tolkien,,,The Dark Forest,Cixin Liu,,,Nothing but Blackened Teeth,Cassandra Khaw,,,The Mist,Stephen King,Yes,,Silver in the Wood,Emily Tesh,Yes,,The Ex Hex,Erin Sterling,Yes,,Friday Black,Nana Kwame Adjei-Brenyah,Yes,,,,,,,,,,,,At the Mountains of Madness,H.P. Lovecraft,,,Dune Messiah,Frank Herbert,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,20. Judge A Book By Its Cover,7. Bards
1252,2,,Across the Nightingale Floor,Lian Hearn,,,Long Live Evil,Sarah Rees Brennan,,,Red Rising,Pierce Brown,,,Six of Crows,Leigh Bardugo,Yes,,,,,,,,,,Thomas the Rhymer,Ellen Kushner,,,Hotel Magnifique,Emily J. Taylor,,,The Hands of the Emperor,Victoria Goddard,,,Daughter of No Worlds,Carissa Broadbent,,,,,,,The Book that Broke the World,Mark Lawrence,,,A Sorceress Comes to Call,T. Kingfisher,,,Digital Divide,K.B Spangler,Yes,,,,,,Orconomics,J. Zachary Pike,,,Empire of Silence,Christopher Ruocchio,,,The Poisons We Drink,Bethany Baptiste,,,Apocalypse Scenarios,Seanan McGuire,,,Sir Hereward and Mr. Fitz,Garth Nix,Yes,,Death and Relaxation,Devon Monk,Yes,,Wizards,"Jack Dann, Gardner Dozois",Yes,,,,,,,,,,,,Boys Weekend,Mattie Lubchansky,,,Rhythm of War,Brandon Sanderson,Yes,,The Book of M,Peng Shepherd,Yes,,20. Judge A Book By Its Cover,11. Dark Academia
